,SMILES,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
408,C1C[C@H](NC1)C(=O)O,10.13907407,-0.719907407,10.13907407,0.268518519,0.498208921,115.132,106.06,115.0633285,46,0,0.32019188,-0.480080767,0.480080767,0.32019188,1.75,2.5,2.75,16.36797258,10.22531632,2.195555307,-1.990334684,2.02868338,-2.294649191,5.731892573,-0.138517433,2.349936739,96.6017922,5.983127663,4.554132499,4.554132499,3.804530453,2.766882893,2.766882893,1.987176196,1.987176196,1.358408896,1.358408896,0.89532672,0.89532672,-0.57,93.10259339,5.564589502,2.132000227,0.979577193,47.69880637,10.423316,6.041840829,0,0,0,5.969305288,4.794537184,0,0,0,0,19.38639965,0,0,9.901064579,5.969305288,0,5.316788604,0,18.88348407,6.544756406,0,0,0,5.316788604,0,0,0,23.66242992,4.794537184,0,12.84164325,0,0,0,0,49.33,5.969305288,4.794537184,0,6.041840829,0,19.38639965,0,0,0,5.316788604,5.106527395,0,0,10.13907407,11.20722222,0,-0.719907407,-0.268518519,1.784027778,0.858101852,0,0.8,8,2,3,0,1,1,0,0,0,2,2,3,1,0,1,1,1,-0.177,28.6605,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,C[C@@]12CC[C@@H](C1(C)C)CC2=O,11.573125,0.025462963,11.573125,0.025462963,0.520631018,152.237,136.109,152.1201151,62,0,0.139098746,-0.299064289,0.299064289,0.139098746,1.363636364,2,2.181818182,16.14018962,9.704437479,2.606035461,-2.319067465,2.628827347,-2.316780352,5.887317892,-0.127754742,2.474151724,216.9126669,8.276020882,7.606918903,7.606918903,4.9829988,4.516402642,4.516402642,4.916693658,4.916693658,4.482763802,4.482763802,2.901465647,2.901465647,-0.33,358.4046217,7.326147454,1.701311023,0.604769179,68.17358985,0,5.783244946,0,0,0,0,4.794537184,0,0,0,20.7712116,24.17453976,11.83581209,0,4.794537184,5.783244946,0,0,16.74788698,40.03367647,0,0,0,0,0,0,0,0,5.783244946,4.794537184,16.74788698,40.03367647,0,0,0,0,17.07,0,4.794537184,0,10.82998094,11.70115099,12.84164325,6.420821623,0,0,20.7712116,0,0,0,11.573125,0,0.307291667,1.193287037,0,3.252222222,6.674074074,0,0.9,11,0,1,2,0,2,0,0,0,1,0,1,0,2,0,2,2,2.4017,44.236,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,C[C@H]1CC[C@@H]([C@H](C1)O)C(C)C,9.709768519,-0.028935185,9.709768519,0.028935185,0.617949458,156.269,136.109,156.1514153,66,0,0.057293026,-0.392820909,0.392820909,0.057293026,1.272727273,1.909090909,2.363636364,16.26715747,9.754711402,2.280715003,-2.333994818,2.325027544,-2.31141052,4.790134798,0.02656048,2.43715926,120.0411847,8.43072142,7.877935016,7.877935016,5.109060905,4.789909526,4.789909526,4.393443436,4.393443436,2.987189908,2.987189908,2.151882328,2.151882328,-0.04,252.1073814,9.051240876,3.572828505,2.193985627,69.81213266,5.106527395,0,0,0,0,0,0,0,0,0,27.19203322,30.59536138,0,6.103966388,5.106527395,0,0,0,17.75371814,46.13764286,0,0,0,0,0,0,0,0,11.21049378,0,17.75371814,40.03367647,0,0,0,0,20.23,0,5.106527395,0,6.103966388,11.83581209,12.33872767,12.84164325,0,0,20.7712116,0,0,0,0,9.709768519,0,1.94787037,0,3.515462963,6.660231481,0,1,11,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,2.4395,47.3498,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,C[C@@H]1CC[C@H]([C@@H](C1)O)C(=C)C,9.648935185,-0.128472222,9.648935185,0.128472222,0.57475944,154.253,136.109,154.1357652,64,0,0.060733806,-0.392496171,0.392496171,0.060733806,1.454545455,2.090909091,2.545454545,16.26711326,9.777700901,2.263175261,-2.311636476,2.317511717,-2.282282858,5.008600167,0.065644962,2.502755696,150.9517669,8.43072142,7.507691528,7.507691528,5.109060905,4.444104179,4.444104179,3.938417633,3.938417633,2.711773287,2.711773287,1.925657455,1.925657455,-0.3,252.1073814,8.793457944,3.397625989,2.062149952,69.12252962,5.106527395,0,0,0,0,0,0,0,0,0,19.07577741,32.10410811,5.917906046,6.103966388,5.106527395,0,0,0,11.83581209,39.21390566,0,12.15204021,0,0,0,0,0,0,11.21049378,0,11.83581209,33.10993927,12.15204021,0,0,0,20.23,0,5.106527395,0,6.103966388,11.83581209,18.41474778,6.420821623,0,6.9237372,13.50267288,0,0,0,0,9.648935185,1.142962963,1.061851852,0,3.194722222,8.118194444,0,0.8,11,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,2.3596,47.3258,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,C[C@@H]1CC[C@H]([C@@H](C1)OC(=O)C)C(C)C,10.96457105,-0.129861111,10.96457105,0.129861111,0.637482541,198.306,176.13,198.1619799,82,0,0.302409892,-0.462248446,0.462248446,0.302409892,1.357142857,2,2.5,16.54275341,9.75235537,2.320388863,-2.359525422,2.347011856,-2.348446592,5.657199825,-0.152612196,2.583440988,198.4984101,10.71517847,9.747218001,9.747218001,6.502907755,5.675661187,5.675661187,4.973980236,4.973980236,3.278660978,3.278660978,2.463393868,2.463393868,-0.53,1015.171676,11.54423905,4.80905228,3.000689758,87.02285046,4.736862954,6.103966388,0,0,0,5.969305288,4.794537184,0,0,0,27.19203322,30.59536138,6.9237372,0,9.531400138,5.969305288,0,0,17.75371814,53.06138006,0,0,0,0,0,0,0,0,12.07327168,9.531400138,17.75371814,46.95741367,0,0,0,0,26.3,0,4.794537184,0,12.07327168,17.75371814,6.420821623,19.76538045,0,0,20.7712116,4.736862954,5.396574074,0,10.96457105,0,0,1.755601852,0,3.690791761,8.192461262,0,0.916666667,14,0,2,1,0,1,0,0,0,2,0,2,2,1,0,1,1,3.0103,56.897,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,CCCCCCCCOC(=O)CC(C)C,11.16643372,-0.043001674,11.16643372,0.043001674,0.429095072,214.349,188.141,214.1932801,90,0,0.305538495,-0.465667683,0.465667683,0.305538495,1.066666667,1.666666667,2.266666667,16.53241039,10.12125195,2.043994511,-2.057978929,2.058379919,-2.081280901,5.689808521,-0.14413781,3.12988652,152.6149427,11.51866157,10.5507011,10.5507011,7.16390246,6.320532426,6.320532426,4.586208129,4.586208129,2.335855625,2.335855625,1.460655291,1.460655291,-0.53,1593.851932,14.47,10.00376406,11.39623837,94.39362373,4.736862954,0,0,0,0,5.969305288,4.794537184,0,0,0,52.87531971,12.33872767,6.420821623,6.606881965,9.531400138,5.969305288,0,0,5.917906046,65.71696296,6.606881965,0,0,0,0,0,0,0,12.57618725,9.531400138,5.917906046,65.71696296,0,0,0,0,26.3,0,4.794537184,0,5.969305288,18.94560963,6.420821623,32.10410811,0,13.8474744,6.9237372,4.736862954,5.120445956,0,11.16643372,0,0,0.361678145,0,7.959192278,6.892249897,0,0.923076923,15,0,2,0,0,0,0,0,0,2,0,2,9,0,0,0,0,3.9362,63.79,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
414,C1CCCCCCCOC(=O)CCCCCC1,11.35355615,0.011198297,11.35355615,0.011198297,0.577687149,240.387,212.163,240.2089301,100,0,0.305277516,-0.465675005,0.465675005,0.305277516,0.588235294,1,1.529411765,16.53235771,10.04524177,2.024666746,-2.064390016,2.130229787,-2.052119868,5.686917837,-0.143439309,2.112411042,171.3608411,12.18395199,11.21599152,11.21599152,8.39384685,7.550476816,7.550476816,5.213110868,5.213110868,3.538288118,3.538288118,2.39733961,2.39733961,-0.53,7415.693051,14.53071645,10.61308313,9.196862535,106.1176768,4.736862954,0,0,0,0,5.969305288,4.794537184,0,0,0,64.20821623,12.84164325,6.420821623,6.606881965,9.531400138,5.969305288,0,0,0,83.4706811,6.606881965,0,0,0,0,0,0,0,12.57618725,9.531400138,0,83.4706811,0,0,0,0,26.3,0,4.794537184,0,5.969305288,13.02770359,12.84164325,64.20821623,0,0,0,4.736862954,5.203824011,0,11.35355615,0,0,0.011198297,0,15.96035672,0.637731481,0,0.933333333,17,0,2,0,1,1,0,0,0,2,0,2,0,0,1,1,1,4.6145,70.98,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,CCCCCC(=O)CC,10.68662415,0.405972222,10.68662415,0.405972222,0.519888284,128.215,112.087,128.1201151,54,0,0.132136422,-0.299729281,0.299729281,0.132136422,1.222222222,1.888888889,2.333333333,16.13775976,10.11742487,1.945166811,-1.934382181,2.000759894,-1.928287355,5.77357238,-0.118381001,2.973062408,76.63682062,7.112884175,6.443782196,6.443782196,4.308060412,3.825444489,3.825444489,2.349335306,2.349335306,1.453506421,1.453506421,0.748945479,0.748945479,-0.33,94.26737929,8.67,5.800378096,5.542552479,57.45536793,0,5.783244946,0,0,0,0,4.794537184,0,0,0,26.68911765,6.420821623,12.84164325,0,4.794537184,5.783244946,0,0,0,45.95158251,0,0,0,0,0,0,0,0,5.783244946,4.794537184,0,45.95158251,0,0,0,0,17.07,0,4.794537184,0,0,12.20406657,12.84164325,12.84164325,0,6.9237372,6.9237372,0,0,0,10.68662415,0,0,0.405972222,0,4.999962207,4.074108088,0,0.875,9,0,1,0,0,0,0,0,0,1,0,1,5,0,0,0,0,2.5458,39.44,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
416,C1=CC=C(C=C1)CCOC(=O)C2=CC=CO2,11.38002299,-0.415804516,11.38002299,0.243575628,0.737436937,216.236,204.14,216.0786442,82,0,0.373719051,-0.459481851,0.459481851,0.373719051,1.125,1.9375,2.625,16.54356209,10.15790317,2.084646915,-2.021608015,2.039119319,-2.065706232,5.856303386,0.047277201,1.787822694,431.4659706,11.21733218,8.757760587,8.757760587,7.860173345,5.106328625,5.106328625,3.348819171,3.348819171,2.189078263,2.189078263,1.372092224,1.372092224,-2.03,8453.48704,10.48655303,5.164087771,2.730143125,93.65272026,9.154013891,0,0,5.760247419,0,5.969305288,0,4.794537184,0,0,30.33183534,17.69618563,6.420821623,12.87004496,13.94855107,5.969305288,0,0,0,6.420821623,6.606881965,60.05143139,0,0,0,0,0,0,12.57618725,11.15768458,0,16.11823609,53.14488341,0,0,0,39.44,5.969305288,4.794537184,0,5.760247419,13.02770359,5.563451492,6.263162996,12.13273414,30.33183534,0,9.154013891,9.981152211,0,11.38002299,0,1.147911943,-0.172228888,13.13077638,2.167735733,0.36462963,0,0.153846154,16,0,3,0,0,0,1,1,2,3,0,3,4,0,0,0,2,2.6791,59.1365,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,CC1=CC[C@H](CC1=O)C(=C)C,11.19953704,0.281712963,11.19953704,0.281712963,0.524713238,150.221,136.109,150.1044651,60,0,0.158369235,-0.294556859,0.294556859,0.158369235,1.727272727,2.363636364,2.818181818,16.13825266,9.852096902,2.184863691,-2.184900079,2.247315039,-2.140691276,5.953623346,-0.116088645,2.6982942,223.0272763,8.43072142,7.184269172,7.184269172,5.109060905,3.963326067,3.963326067,3.293415683,3.293415683,2.277100021,2.277100021,1.276399387,1.276399387,-0.85,271.8125711,8.248522167,3.035452434,1.793445255,67.80021494,0,0,5.783244946,0,0,0,4.794537184,0,0,0,18.22806032,31.7593066,6.420821623,0,4.794537184,5.783244946,0,0,5.917906046,26.68911765,0,23.80116485,0,0,0,0,0,0,5.783244946,4.794537184,5.917906046,26.68911765,23.80116485,0,0,0,17.07,0,4.794537184,0,5.783244946,12.33872767,17.56703068,0,0,19.92349451,6.578935684,0,0,0,11.19953704,0,2.045925926,0.676342593,0,3.676342593,7.735185185,0,0.5,11,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,2.4879,46.302,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,CC1=CC[C@@H](CC1)C(=C)C,3.97457483,0.767314815,3.97457483,0.767314815,0.485034492,136.238,120.11,136.1252005,56,0,-0.017096319,-0.099849371,0.099849371,0.017096319,1.7,2.4,2.8,14.16772644,9.860904676,2.112764569,-2.194708039,2.268533557,-2.043086249,5.092421184,0.540328057,2.495412227,162.8771238,7.560477932,6.983127663,6.983127663,4.698377303,4.009201922,4.009201922,3.368130306,3.368130306,2.334890912,2.334890912,1.412842425,1.412842425,-0.52,180.9125147,7.585485232,3.046280408,1.728509717,63.63869284,0,0,0,0,0,0,0,0,0,0,23.80116485,39.02784531,0,0,0,0,0,0,5.917906046,33.10993927,0,23.80116485,0,0,0,0,0,0,0,0,5.917906046,33.10993927,23.80116485,0,0,0,0,0,0,0,0,0,5.917906046,24.8355694,5.57310453,0,26.50243019,0,0,0,0,0,2.903935185,0.767314815,0,6.16587963,8.329537037,0,0.6,10,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,3.3089,45.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,CC1([C@H]2CCC(=C)[C@@H]1C2)C,4.128726852,0.606481481,4.128726852,0.606481481,0.448982999,136.238,120.11,136.1252005,56,0,-0.014905782,-0.099560333,0.099560333,0.014905782,1.5,2.2,2.5,14.55393735,9.474523142,2.507483741,-2.572114961,2.601055543,-2.48297363,5.180720431,-0.027256165,2.231080813,174.4773318,7.353371151,6.983127663,6.983127663,4.621027034,4.297877056,4.297877056,4.503502173,4.503502173,3.777239609,3.777239609,2.73251515,2.73251515,-0.26,188.7206137,6.450201166,1.663742547,0.574462076,63.32246472,0,0,0,0,0,0,0,0,0,0,25.99951461,36.51326743,0,0,0,0,0,0,17.25080256,33.10993927,0,12.15204021,0,0,0,0,0,0,0,0,17.25080256,33.10993927,12.15204021,0,0,0,0,0,0,0,0,5.414990469,11.83581209,24.8355694,0,0,20.42641008,0,0,0,0,0,2.127314815,1.883564815,0,4.145763889,8.926689815,0,0.8,10,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,3,2.9987,43.752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,C1=CC=C(C=C1)/C=C/C(=O)O,10.08581774,-0.922358277,10.08581774,0.898055556,0.648920434,148.161,140.097,148.0524295,56,0,0.327821185,-0.478073604,0.478073604,0.327821185,1.272727273,1.909090909,2.454545455,16.36452844,10.19187801,1.854269527,-1.873860018,1.993723868,-1.845582486,5.84687266,-0.130857607,2.721773554,262.1510391,8.104448007,5.89691377,5.89691377,5.2876937,3.249098148,3.249098148,2.082254604,2.082254604,1.217932895,1.217932895,0.731663565,0.731663565,-1.57,349.029098,7.536044539,3.562154412,2.66782329,64.79238228,5.106527395,0,0,0,0,5.969305288,0,4.794537184,0,0,30.33183534,11.6394716,6.076020107,0,9.901064579,12.04532539,0,0,0,0,0,41.97130694,0,0,0,0,0,0,11.07583268,4.794537184,0,5.563451492,36.40785545,0,6.076020107,0,37.3,5.969305288,4.794537184,0,0,0,11.6394716,0,6.076020107,30.33183534,0,5.106527395,0,0,10.08581774,8.287987528,0.898055556,-0.922358277,9.305590042,2.678240741,0,0,0,11,1,2,0,0,0,1,0,1,1,1,2,2,0,0,0,1,1.7844,43.1118,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,CC[C@H](C)O,8.361111111,-0.115740741,8.361111111,0.115740741,0.486927429,74.123,64.043,74.07316494,32,0,0.050903904,-0.393430087,0.393430087,0.050903904,1.8,2,2,16.26458483,10.32638817,1.812132088,-1.900915745,1.811751015,-1.926645189,4.338386967,0.190544205,2.539538861,17.60964047,4.28445705,3.731670646,3.731670646,2.27005561,1.950904231,1.950904231,1.257269657,1.257269657,0.590822476,0.590822476,0,0,-0.04,9.651484454,4.96,2.212525253,3.96,32.62831112,5.106527395,0,0,0,0,0,0,0,0,0,6.9237372,13.34455882,0,6.103966388,5.106527395,0,0,0,0,26.37226241,0,0,0,0,0,0,0,0,11.21049378,0,0,20.26829602,0,0,0,0,20.23,0,0,0,6.103966388,0,6.420821623,0,6.9237372,6.9237372,0,5.106527395,0,0,0,8.361111111,0,0,0,0.74537037,3.726851852,0,1,5,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0.7772,21.9718,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,C(=C/C(=O)O)\C(=O)O,9.553611111,-1.257037037,9.553611111,0.55787037,0.48598391,116.072,112.04,116.0109586,44,0,0.328065864,-0.47807075,0.47807075,0.328065864,1,1.25,1.375,16.37046114,10.49858534,1.875238117,-1.739024153,1.699460216,-1.91203742,5.891317778,-0.133714396,3.668626462,118.9737366,6.568914101,3.86562431,3.86562431,3.625897658,1.766145488,1.766145488,1.009808669,1.009808669,0.368487295,0.368487295,0.142576981,0.142576981,-1.32,40.33920395,6.68,2.787963713,4.68,45.05598604,10.21305479,0,0,0,0,11.93861058,0,9.589074368,0,0,0,0,12.15204021,0,19.80212916,11.93861058,0,0,0,0,0,12.15204021,0,0,0,0,0,0,22.15166537,9.589074368,0,0,12.15204021,0,0,0,74.6,11.93861058,9.589074368,0,0,12.15204021,0,0,0,0,0,10.21305479,0,0,19.10722222,15.62444444,0,-2.514074074,0,1.115740741,0,0,0,8,2,4,0,0,0,0,0,0,2,2,4,2,0,0,0,0,-0.2882,24.4116,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,CCC(C)C1=NC=CS1,4.205509259,0.643518519,4.205509259,0.643518519,0.616688075,141.239,130.151,141.0612204,50,0,0.095240193,-0.249433559,0.249433559,0.095240193,1.777777778,2.555555556,3,32.13348005,10.13336788,2.023808205,-2.000319505,2.190959151,-1.871281806,7.091462376,0.726505165,2.648152003,157.4338964,6.690234444,5.794619475,6.611116056,4.342535255,3.236345902,4.115998713,2.179638066,3.105782299,1.485364716,2.492433805,0.652476571,1.434308775,-0.37,177.477022,6.745874855,2.968144675,1.516123665,59.75118283,0,0,0,0,0,0,0,4.983978521,0,11.33678588,13.8474744,6.420821623,17.49481239,5.007623697,0,11.33678588,0,4.983978521,0,26.18620207,0,16.58453004,0,0,0,0,0,11.33678588,4.983978521,0,0,31.19382577,11.57690634,0,0,0,12.89,0,0,0,0,5.917906046,0,11.42844532,11.33678588,11.57690634,18.83145292,0,0,1.744490741,4.205509259,3.290833333,0,0.643518519,0,3.055231481,4.39375,0,0.571428571,9,0,1,0,0,0,0,1,1,2,0,2,2,0,0,0,1,2.6566,40.82,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
424,CC(=O)C1=NC=CS1,10.45439815,0.041666667,10.45439815,0.041666667,0.532773915,127.168,122.128,127.0091848,42,0,0.187797766,-0.291833672,0.291833672,0.187797766,1.875,2.625,2.875,32.13347988,10.48283154,1.971566037,-1.775632324,2.023781971,-1.868085289,7.111383323,0.101264133,2.928375237,180.3185567,5.983127663,4.418410715,5.234907296,3.804530453,2.209089572,3.088742383,1.393443319,2.288009438,0.73349527,1.607421277,0.397317508,0.935612852,-0.7,93.10259339,5.436986301,2.046097815,0.923715713,51.1828207,0,0,10.79086864,0,0,0,4.794537184,4.983978521,0,11.33678588,0,0,18.50064354,0,4.794537184,17.12003082,0,4.983978521,0,6.9237372,0,16.58453004,0,0,0,0,0,11.33678588,10.76722347,0,0,16.72589808,11.57690634,0,0,0,29.96,0,4.794537184,0,5.783244946,5.007623697,0,18.26052308,11.57690634,0,4.983978521,0,0,1.37037037,14.23912037,2.376388889,0,0.041666667,0,1.626388889,1.512731481,0,0.2,8,0,2,0,0,0,0,1,1,3,0,3,1,0,0,0,1,1.3457,32.1185,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
